"row ID"	"Protein.Group"	"LIMMA_B-A.adj.P.Val"	"LIMMA_B-A_all.logFC"
"Row36"	"O00425"	0.9145653346035815	-0.028399425894779284
"Row37"	"O00442"	0.9423855553916195	-0.035084921831181504
"Row38"	"O00459"	0.8734561219770656	0.17786399578578838
"Row39"	"O00462"	0.9423855553916195	0.1365925400776753
"Row40"	"O00471"	0.9889898606255756	-0.02417297225706605
"Row41"	"O00487"	0.9145653346035815	0.0339219176052481
"Row42"	"O00505"	0.779841836203037	-0.07153821121817572
"Row43"	"O00506;Q9P289"	0.7842703616076356	-0.0830222536308014
"Row44"	"O00507"	0.9145653346035815	-0.06690381479938168
"Row45"	"O00534"	0.9423855553916195	0.05888876780346308
"Row46"	"O00562"	0.8348521293429126	-0.04978558582967807
"Row47"	"O00571"	0.9653198296507479	0.01252529421767079
"Row48"	"O00584"	0.726982424428599	0.24605248465613627
"Row49"	"O00635"	0.9970115125985914	0.0043106967305490684
"Row50"	"O00754"	0.9653198296507479	-0.012722767762081588
"Row51"	"O00763;Q13085"	0.02338627485702042	-0.4035216427218735
"Row52"	"O14492"	0.7622978404356403	-0.15128618786163273
"Row53"	"O14519"	0.3951675972921106	0.4310179349371097
"Row54"	"O14524"	0.9126721698195096	0.1563490858818355
"Row55"	"O14545"	0.726982424428599	0.08227157748339309
"Row56"	"O14562"	0.23594197626362987	0.2654920438763355
"Row57"	"O14579"	0.726982424428599	-0.10981657767251818
"Row58"	"O14602;P47813"	0.726982424428599	-0.36082108554811043
"Row59"	"O14618"	0.9155042818533764	0.05630533200046628
"Row60"	"O14646;O14647"	0.7873742018431819	-0.19215936847058046
"Row61"	"O14653"	0.9911889693480337	0.024505838791363033
"Row62"	"O14662"	0.4510920783869852	0.3237952948502638
"Row63"	"O14681"	0.7622978404356403	-0.3354564728625853
"Row64"	"O14727"	0.726982424428599	-0.11233876719159497
"Row65"	"O14734"	0.726982424428599	-0.12077582553058974
"Row66"	"O14744"	0.9145653346035815	-0.036010457290387876
"Row67"	"O14763"	0.9145653346035815	0.23599627676841095
"Row68"	"O14776"	0.9459936637367614	0.020924205086767955
"Row69"	"O14787;Q92973"	0.9653198296507479	-0.01853631411089296
"Row70"	"O14818"	0.7553487055378096	-0.08479419336135408
"Row71"	"O14862"	0.726982424428599	-0.8370718860183466
"Row72"	"O14880"	0.8538299893648249	-0.13924920577153088
"Row73"	"O14920"	0.9126721698195096	-0.04875802238022331
"Row74"	"O14933"	0.726982424428599	0.12661013121220321
"Row75"	"O14965"	0.726982424428599	0.15490087432147348
"Row76"	"O14966;P57729"	0.5774901440917184	-0.32536552132242846
"Row77"	"O14976"	0.726982424428599	-0.12714406769294584
"Row78"	"O14980"	0.9126721698195096	0.04129212092386325
"Row79"	"O15020"	0.9126721698195096	-0.11542845255782552
"Row80"	"O15020;Q01082"	0.726982424428599	-0.2906870102627259
"Row81"	"O15031"	0.9599609816039867	-0.05445969355493574
"Row82"	"O15040"	0.9459936637367614	0.15381373666206954
"Row83"	"O15056"	0.9653198296507479	0.09910441250180213
"Row84"	"O15066;Q9Y496"	0.8244902183301233	0.2870029010853692
"Row85"	"O15084;Q8N8A2"	0.9653198296507479	-0.03513399458331179
"Row86"	"O15111"	0.8826398084271193	-0.12043618218642393
"Row87"	"O15121"	0.44718371794349887	-0.6361999714216111
"Row88"	"O15143"	0.9967177480805762	0.0036595003175960983
"Row89"	"O15145"	0.726982424428599	0.08152837553771519
"Row90"	"O15162"	0.9970115125985914	-0.0022317808436973507
"Row91"	"O15178"	0.726982424428599	-0.21214165578278354
"Row92"	"O15226"	0.9145653346035815	-0.03381225764388063
"Row93"	"O15235"	0.9911889693480337	0.010251732284714876
"Row94"	"O15258"	0.9653198296507479	0.02612174412899293
"Row95"	"O15269"	0.9698488971600118	0.013541933252781746
"Row96"	"O15294"	0.9126721698195096	-0.039583309149943346
"Row97"	"O15318"	0.7553487055378096	-0.22020749653054494
"Row98"	"O15347"	0.9423855553916195	-0.025423955757172934
"Row99"	"O15357;Q92835"	0.7842703616076356	-0.5764971266963208
"Row100"	"O15372"	0.9423855553916195	0.039374274466766224
"Row101"	"O15382"	0.9423855553916195	0.026838111388183705
"Row102"	"O15397;O95373"	0.9423855553916195	-0.1067841458028056
"Row103"	"O15431"	0.726982424428599	-0.9126259096467741
"Row104"	"O15446"	0.726982424428599	-0.14465754174159784
"Row105"	"O15511"	0.9423855553916195	-0.04417869619243575
"Row106"	"O15523"	0.9423855553916195	0.04284516804377958
"Row107"	"O15533"	0.9423855553916195	0.027262150049701006
"Row108"	"O43143"	0.9423855553916195	0.02642483864572398
"Row109"	"O43149"	0.9962833739692933	0.02526801853434435
"Row110"	"O43164"	0.9653198296507479	-0.09622922853090188
"Row111"	"O43172"	0.9145653346035815	0.030275984878038287
"Row112"	"O43182"	0.9962833739692933	0.021002239162871916
"Row113"	"O43242"	0.9962833739692933	0.0061619472272376186
"Row114"	"O43264"	0.9653198296507479	-0.019399083407627415
"Row115"	"O43299"	0.9145653346035815	-0.03547970753710317
"Row116"	"O43314;Q6PFW1"	0.9145653346035815	0.07637202794640885
"Row117"	"O43353"	0.9970115125985914	0.002672775045908793
"Row118"	"O43390"	0.9653198296507479	-0.015869152559609745
"Row119"	"O43396"	0.9653198296507479	-0.013505782206316042
"Row120"	"O43414"	0.9145653346035815	-0.1966051360525718
"Row121"	"O43432"	0.5004917892413705	-0.19203446780594646
"Row122"	"O43463"	0.9967177480805762	0.014161377770950168
"Row123"	"O43488"	0.9423855553916195	0.02191852022631835
"Row124"	"O43502"	0.4510920783869852	-1.3257214460689184
"Row125"	"O43566"	0.726982424428599	-0.10193635535015488
"Row126"	"O43598"	0.779841836203037	0.06673849073722948
"Row127"	"O43633"	0.9653198296507479	-0.020107737846572604
"Row128"	"O43660"	0.9599609816039867	0.024568894036697486
"Row129"	"O43670"	0.9145653346035815	0.04267896732850929
"Row130"	"O43677"	0.9145653346035815	0.20742115615339785
"Row131"	"O43683"	0.726982424428599	0.3590364093841316
"Row132"	"O43707;P12814"	0.9145653346035815	0.033674886701973605
"Row133"	"O43709"	0.8826398084271193	-0.07040967094915018
"Row134"	"O43719"	0.726982424428599	-0.223988424158577
"Row135"	"O43739;Q15438;Q99418;Q9UIA0"	0.6225631005022828	-0.6268489288463215
"Row136"	"O43752"	0.9970115125985914	0.0019060614334023285
"Row137"	"O43765"	0.726982424428599	-0.11944412719125097
"Row138"	"O43772"	0.9911889693480337	0.011374366406290193
"Row139"	"O43790;P78386"		-5.257943352014015
"Row140"	"O43809"	0.9962833739692933	-0.004994964367515564
"Row141"	"O43818"	0.726982424428599	-0.09848964817762962
"Row142"	"O43824"	0.9145653346035815	-0.1253890876098538
"Row143"	"O43847"	0.9423855553916195	-0.027510030540245367
"Row144"	"O43903"	0.8826398084271193	-0.1045960711218612
"Row145"	"O43924"	0.726982424428599	-0.10206448340368368
"Row146"	"O60216"	0.9653198296507479	-0.0176020010716762
"Row147"	"O60231"	0.726982424428599	-0.1071545303648378
"Row148"	"O60234;P60983"	0.9911889693480337	-0.00931698282337834
"Row149"	"O60256;Q14558"	0.9911889693480337	0.016946029327851164
"Row150"	"O60271"	0.9423855553916195	-0.026341086445313522
"Row151"	"O60293"	0.9145653346035815	-0.1299941036469896
"Row152"	"O60307"	0.726982424428599	0.2768417032912538
"Row153"	"O60318"	0.7553487055378096	-0.12268688597183797
"Row154"	"O60333"	0.779841836203037	0.22199538149231302
"Row155"	"O60346"	0.8826398084271193	-0.11594317525653253
"Row156"	"O60361;P22392"	0.7961440792540679	0.08102278808675223
"Row157"	"O60449"	0.9266752726630997	-0.046673281255504406
"Row158"	"O60488"	0.9653198296507479	0.012992748255665987
"Row159"	"O60493;Q9UMY4"	0.726982424428599	0.19294671494086302
"Row160"	"O60502"	0.8736074183425584	-0.051756071035022444
"Row161"	"O60518"	0.726982424428599	0.14107705387828062
"Row162"	"O60551"	0.9970115125985914	0.0060366958206188315
"Row163"	"O60566"	0.9962833739692933	0.009907781113035696
"Row164"	"O60610"	0.9991620445677065	-0.000050887725535631034
"Row165"	"O60664"	0.9970115125985914	-0.0014735437308246446
"Row166"	"O60671"	0.9126721698195096	0.3570596474966301
"Row167"	"O60684;P52294"	0.9970115125985914	-0.0019285613506916377
"Row168"	"O60725"	0.9126721698195096	-0.0812301113403926
"Row169"	"O60749"	0.9035335773877158	-0.04304728101084976
"Row170"	"O60763"	0.7622978404356403	-0.06493078516535533
"Row171"	"O60825"	0.9653198296507479	0.024184820165800147
"Row172"	"O60825;Q16877"	0.8348521293429126	-0.2516719594194399
"Row173"	"O60830"	0.9126721698195096	0.07988344724149954
"Row174"	"O60841"	0.9126721698195096	-0.03723152526202611
"Row175"	"O60870"	0.9970115125985914	0.0025899934953415027
"Row176"	"O60885"	0.8826398084271193	-0.060458915790825074
"Row177"	"O60888"	0.726982424428599	0.18082286861664087
"Row178"	"O60927"	0.44718371794349887	1.2245031363018501
"Row179"	"O60936"	0.8667893042823771	-0.3365439943085846
"Row180"	"O75044"	0.9962833739692933	-0.044971689751623245
"Row181"	"O75083"	0.9653198296507479	0.015342331555320499
"Row182"	"O75116"	0.9423855553916195	0.03395325441945829
"Row183"	"O75122;Q7Z460"	0.8638158505315674	-0.05826113108599529
"Row184"	"O75131;Q86YQ8"	0.726982424428599	0.09258666286970296
"Row185"	"O75150"	0.896616850054546	-0.07164573314842215
"Row186"	"O75151;Q9UPP1"	0.726982424428599	-0.14679711116415817
"Row187"	"O75155"	0.9967177480805762	-0.01645197123760056
"Row188"	"O75157;Q9Y3Q8"	0.8826398084271193	-0.4007016564924015
"Row189"	"O75175"	0.9911889693480337	0.013987373065724285
"Row190"	"O75179;Q8IWZ3"	0.4510920783869852	-0.2086906147054428
"Row191"	"O75190;P25686"	0.7553487055378096	-0.9101261335356483
"Row192"	"O75251"	0.9520724503095033	0.03696222441909569
"Row193"	"O75317"	0.7622978404356403	-0.38812404784662036
"Row194"	"O75326"	0.9126721698195096	-0.0572790087184849
"Row195"	"O75347"	0.726982424428599	0.1625023533310639
"Row196"	"O75351;Q6PIW4;Q9UN37"	0.9423855553916195	0.02566298858331706
"Row197"	"O75362"	0.8638158505315674	0.07844752332257698
"Row198"	"O75367;Q9P0M6"	0.9970115125985914	0.00115304816599604
"Row199"	"O75369;P21333"	0.9145653346035815	-0.043848247482618063
"Row200"	"O75379"	0.9423855553916195	-0.0996047380392362
"Row201"	"O75387"	0.779841836203037	0.14110074798448125
"Row202"	"O75394"	0.9970115125985914	-0.009278732639025122
"Row203"	"O75410"	0.44718371794349887	-0.16260862764560358
"Row204"	"O75420"	0.726982424428599	0.7479432471156073
"Row205"	"O75436"	0.726982424428599	-0.10334835136631071
"Row206"	"O75439"	0.9423855553916195	-0.023181346744841846
"Row207"	"O75449"	0.9911889693480337	0.0466295009261799
"Row208"	"O75475"	0.9145653346035815	-0.03270315044382954
"Row209"	"O75477;O94905"	0.8046010030826912	0.061540216235037803
"Row210"	"O75496"	0.726982424428599	-0.20025506875245114
"Row211"	"O75521"	0.726982424428599	0.23944054327652253
"Row212"	"O75531"	0.4510920783869852	0.4330938235627144
"Row213"	"O75554"	0.9126721698195096	0.08822534239606838
"Row214"	"O75575"	0.7848427507074941	0.3969914359869229
"Row215"	"O75600"	0.9126721698195096	-0.0870139605568312
"Row216"	"O75616"	0.9962833739692933	0.016270904869511327
"Row217"	"O75648"	0.8667893042823771	-0.5446792202972013
"Row218"	"O75676"	0.9423855553916195	-0.048681978713908336
"Row219"	"O75688;P35813"	0.9962833739692933	0.007321345337025775
"Row220"	"O75694"	0.8893764372735863	-0.04309193419655344
"Row221"	"O75746"	0.9145653346035815	-0.03074004401632635
"Row222"	"O75787"	0.8893764372735863	-0.08955242809896902
"Row223"	"O75794"	0.885947018576666	0.09809457131294153
"Row224"	"O75818"	0.9459936637367614	-0.08262369725024854
"Row225"	"O75828"	0.8826398084271193	0.06613377501818363
"Row226"	"O75843"	0.726982424428599	0.19436472581718434
"Row227"	"O75874"	0.9970115125985914	0.001626409380314442
"Row228"	"O75880"	0.8826398084271193	0.06635318332788387
"Row229"	"O75886;Q92783"	0.9653198296507479	-0.06972351465405069
"Row230"	"O75909"	0.726982424428599	-0.20633437320232417
"Row231"	"O75928"	0.9145653346035815	0.33909586234862843
"Row232"	"O75937"	0.9970115125985914	0.0007843399656550787
"Row233"	"O75947"	0.726982424428599	0.12347780398754793
"Row234"	"O75964"	0.9653198296507479	-0.01323218106841395
"Row235"	"O76003"	0.9967177480805762	-0.00446833931623658
"Row236"	"O76024"	0.726982424428599	0.2908470193749544
"Row237"	"O76071"	0.9653198296507479	0.0176785810273401
"Row238"	"O76094"	0.9145653346035815	-0.03599317664203028
"Row239"	"O94760;O95865"	0.726982424428599	-0.6539053352067974
"Row240"	"O94763"	0.9423855553916195	0.3827811327629149
"Row241"	"O94776"	0.9653198296507479	-0.01554633403666017
"Row242"	"O94804;Q9H2G2"	0.9599609816039867	0.08209751276366717
"Row243"	"O94806"	0.9970115125985914	0.009983991334447495
"Row244"	"O94826_UP"	0.0006031244659272827	1.0149250004481694
"Row245"	"O94830;Q9Y6Y8"	0.02338627485702042	-0.49052030167521465
"Row246"	"O94842;O94900"	0.8826398084271193	-0.04900532828743209
"Row247"	"O94868"	0.9861360188449179	-0.030430869295287266
"Row248"	"O94875"	0.04078450041146827	0.5647586664230886
"Row249"	"O94888"	0.7873742018431819	0.06179591731157075
"Row250"	"O94901"	0.9145653346035815	0.0373975937511446
"Row251"	"O94906"	0.9423855553916195	-0.022403848913473468
"Row252"	"O94919"	0.5774901440917184	-0.3379411707595068
"Row253"	"O94925"	0.7622978404356403	-0.1003430383964492
"Row254"	"O94953"	0.9967177480805762	0.007790800859190483
"Row255"	"O94973;O95782"	0.9970115125985914	-0.0015469449912401956
"Row256"	"O95059"	0.9423855553916195	0.32235345203342547
"Row257"	"O95071"	0.9145653346035815	0.045683363341318284
"Row258"	"O95104;Q9UPN6"	0.9423855553916195	-0.03479353677376906
"Row259"	"O95140"	0.7622978404356403	-0.20747519034041062
"Row260"	"O95155"	0.7898145263133493	-0.1406931067937407
"Row261"	"O95166"	0.726982424428599	0.6009977095832788
"Row262"	"O95168"	0.7622978404356403	-0.07485618428995977
"Row263"	"O95197"	0.9653198296507479	-0.03385988692585684
"Row264"	"O95214"	0.9145653346035815	0.06819069994133997
"Row265"	"O95229"	0.726982424428599	-0.2470629915653788
"Row266"	"O95236"	0.5476386070204889	-0.7036002401142021
"Row267"	"O95243"	0.9423855553916195	0.0791912807642916
"Row268"	"O95251"	0.9520724503095033	0.031068863362776256
"Row269"	"O95273"	0.9126721698195096	-0.13433237178718826
"Row270"	"O95295"	0.9911889693480337	0.009927403905006571
"Row271"	"O95299"	0.9911889693480337	0.009361195042693282
"Row272"	"O95336"	0.8638158505315674	-0.051994613051469685
"Row273"	"O95352"	0.7848427507074941	-0.06549636374609236
"Row274"	"O95372"	0.726982424428599	0.1368198234317255
"Row275"	"O95379"	0.9911889693480337	-0.009883756251792164
"Row276"	"O95396"	0.726982424428599	0.25027638648870365
"Row277"	"O95429"	0.7622978404356403	0.2632587183000652
"Row278"	"O95456"	0.9653198296507479	-0.02045224214505481
"Row279"	"O95478"	0.779841836203037	-0.11597713319300595
"Row280"	"O95487"	0.726982424428599	0.10271308768499665
"Row281"	"O95544"	0.9911889693480337	-0.04449990583309926
"Row282"	"O95563"	0.9423855553916195	0.04737577463843934
"Row283"	"O95602"	0.8638158505315674	-0.06308905082568472
"Row284"	"O95625"	0.9423855553916195	0.1479808130415563
"Row285"	"O95639"	0.9653198296507479	-0.05998644866695457
"Row286"	"O95674"	0.9145653346035815	-0.05076986375875592
"Row287"	"O95696"	0.9939340273395189	-0.013502152470305617
"Row288"	"O95716"	0.9145653346035815	-0.23733440211544377
"Row289"	"O95716;P20336;P20337;P20338;P61006;P61018;P61026;P61106;P62820;Q15286;Q15771;Q6IQ22;Q86YS6;Q92930;Q96DA2;Q9H0U4"	0.9911889693480337	0.007279080449528408
"Row290"	"O95716;P62834"	0.726982424428599	-0.12688190650842657
"Row291"	"O95749"	0.9291506430358297	0.0697685156826715
"Row292"	"O95757;P34932;Q92598"	0.9145653346035815	-0.06815765397858797
"Row293"	"O95758;P26599"	0.9946220671138536	0.006792334181913162
"Row294"	"O95782"	0.9423855553916195	0.026500534332743797
"Row295"	"O95793"	0.9145653346035815	-0.03708420752513675
"Row296"	"O95807"	0.8538299893648249	-0.17267555766962772
"Row297"	"O95819"	0.9911889693480337	-0.025041961710169147
"Row298"	"O95825"	0.8667893042823771	0.049612770768394654
"Row299"	"O95861"	0.9599609816039867	0.018542125060356796
"Row300"	"O95873"	0.9653198296507479	-0.0340748121216663
"Row301"	"O95905"	0.5476386070204889	-0.3209865864968222
"Row302"	"O95977"	0.9423855553916195	-0.13321539658332426
"Row303"	"O95989"	0.726982424428599	-0.189010212251997
"Row304"	"O96005"	0.9970115125985914	0.003089935104561903
"Row305"	"O96008"	0.9697127549152724	-0.014333385202963456
"Row306"	"O96017"	0.9970115125985914	0.001746310439546761
"Row307"	"P00156"	0.7622978404356403	-0.09315585953450167
"Row308"	"P00338;P07195"	0.726982424428599	-0.20792091964421644
"Row309"	"P00387"	0.7622978404356403	-0.05985968752891324
"Row310"	"P00403"	0.9911889693480337	0.0078061003759977154
"Row311"	"P00491"	0.7842703616076356	0.08431463144788864
"Row312"	"P00519"	0.726982424428599	0.3425241560996426
"Row313"	"P00734"	0.726982424428599	0.4808570887716641
"Row314"	"P00813"	0.8638158505315674	-0.06350164588728902
"Row315"	"P00973"	0.9126721698195096	-0.08981441442464799
"Row316"	"P01111;P01112;P01116"	0.8826398084271193	-0.09126728363194303
"Row317"	"P01116"	0.9653198296507479	0.1284940456323227
"Row318"	"P01591"	0.7842703616076356	0.1455094134937056
"Row319"	"P01857;P01860"	0.9539690071914972	0.01959669493311722
"Row320"	"P01889"	0.8826398084271193	-0.05952711735799454
"Row321"	"P01889;P01893;P04439;P13747;P17693"	0.726982424428599	-0.14739874683083798
"Row322"	"P01889;P10321"	0.726982424428599	-0.09402437086285431
"Row323"	"P01893;P04439"	0.9145653346035815	0.3458166559465141
